DOI,,,,,Metal_1,Metal_2,Metal_3,Sample Name,Metal_1_Amount,Metal_2_Amount,Metal_3_Amount,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Acid wash or not,Annealing Temp degree,Annealing Rising Rtae degree min-1,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Proton Concentration M,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Scanning Speed mV s-1,O2 saturated/1 for yes,Overpotential mV @10 mA cm-2 (raw),Overpotential mV @10 mA cm-2,,
10.1016/j.ijhydene.2021.04.040,,,,,Ti,Ru,Ir,Ir-Ru-TiO2,0.6875,0.396039604,0.026041667,61.96031045,35.69270809,2.346981457,70,180,0,0,0,0,0,450,,240,0,0,0,1,0.168245,0.312455,1,0,20,0,337,337 ,,
10.1016/j.jpowsour.2021.230002,,,,,Ti,Ru,Ir,IrRu/T90G10,0.9,0.148514851,0.078534031,79.85456653,13.17732121,6.968112262,165,360,1,0,1,0,0,25,0,0,0,0,0,0.1,0.09,0.21,1,0,10,0,254,254 ,,
10.1016/j.jpowsour.2021.230002,,,,,Ti,Ru,Ir,IrRu/T95G5,0.83125,0.148514851,0.078534031,78.54586388,14.03335616,7.420779959,165,360,1,0,1,0,0,25,0,0,0,0,0,0.1,0.09,0.21,1,0,10,0,307,307 ,,
10.1016/j.jpowsour.2021.230002,,,,,Ti,Ru,Ir,IrRu/T70G30,0.6125,0.148514851,0.078534031,72.95584718,17.68983969,9.354313133,165,360,1,0,1,0,0,25,0,0,0,0,0,0.1,0.09,0.21,1,0,10,0,308,308 ,,
10.1016/j.jpowsour.2021.230002,,,,,Ti,Ru,Ir,IrRu/T50G50,0.4375,0.148514851,0.078534031,65.83413369,22.34822077,11.81764554,165,360,1,0,1,0,0,25,0,0,0,0,0,0.1,0.09,0.21,1,0,10,0,363,363 ,,
10.1016/j.jpowsour.2021.230002,,,,,Ti,Ir,None,IrOx/T90G10,0.9,0.297029703,0,75.18610422,24.81389578,0,165,360,1,0,1,0,0,25,0,0,0,0,0,0.1,0.09,0.21,1,0,10,0,306,306 ,,
10.1016/j.jpowsour.2021.230002,,,,,Ru,Ir,None,IrRuOx,0.148514851,0.078534031,0,65.4109589,34.5890411,0,165,360,1,0,1,0,0,25,0,0,0,0,0,0.1,0.3,0,0,0,10,0,372,372 ,,
10.1016/j.jpowsour.2021.230002,,,,,Ru,Ir,None,IrRu/Rgo,0.148514851,0.078534031,0,65.4109589,34.5890411,0,165,360,1,0,1,0,0,25,0,0,0,0,0,0.1,0.09,0.21,0,0,10,0,325,325 ,,
10.1016/j.jpowsour.2021.229903,,,,,Ru,Y,None,YRuO,1,1,0,50,50,0,80,300,1,0,0,0,0,950,5,720,0,0,0,1,0.255,0.051,0,0,10,1,296.52696,297 ,,
10.1016/j.jpowsour.2021.229903,,,,,Ru,Y,F,YRuO-PVDF1,0.167785235,0.167785235,0.067567568,41.61979753,41.61979753,16.76040495,80,300,1,0,0,0,0,400,5,1440,0,1,0,1,0.255,0.051,0,0,10,1,250.04337,250 ,,
10.1016/j.jpowsour.2021.229903,,,,,Ru,Y,F,YRuO-PVDF2,0.167785235,0.167785235,0.135135135,35.64547206,35.64547206,28.70905588,80,300,1,0,0,0,0,400,5,1440,0,1,0,1,0.255,0.051,0,0,10,1,234.65682,235 ,,
10.1016/j.jpowsour.2021.229903,,,,,F,Ru,Y,YRuO-PVDF3,0.202702703,0.167785235,0.167785235,37.65796125,31.17101938,31.17101938,80,300,1,0,0,0,0,400,5,1440,0,1,0,1,0.255,0.051,0,0,10,1,255.99554,256 ,,
10.1039/D1TA01839F,,,,,Ir,Te,None,IrTe,0.01,0.00298,0,77.04160247,22.95839753,0,80,180,0,1,0,0,0,25,0,0,0,0,0,1,0.05095,0,0,0,1,,271,271 ,,
10.1021/acssuschemeng.0c08887,,,,,Ir,None,None,pIrO2,1,0,0,100,0,0,55,180,1,0,0,0,0,450,,30,0,0,0,1,0.354,0,0,0,5,0,304.32923,304 ,,
10.1021/acssuschemeng.0c08887,,,,,Ir,Gd,None,3%-Gd-pIrO2,97,3,0,97,3,0,55,180,1,0,0,0,0,450,,30,0,0,0,1,0.354,0,0,0,5,0,294.28708,294 ,,
10.1021/acssuschemeng.0c08887,,,,,Ir,Gd,None,5%-Gd-pIrO2,95,5,0,95,5,0,55,180,1,0,0,0,0,450,,30,0,0,0,1,0.354,0,0,0,5,0,287.49802,287 ,,
10.1021/acssuschemeng.0c08887,,,,,Ir,Gd,None,7%-Gd-pIrO2,93,7,0,93,7,0,55,180,1,0,0,0,0,450,,30,0,0,0,1,0.354,0,0,0,5,0,306.59225,307 ,,
10.1021/acssuschemeng.0c08887,,,,,Ir,Gd,None,10%-Gd-pIrO2,90,10,0,90,10,0,55,180,1,0,0,0,0,450,,30,0,0,0,1,0.354,0,0,0,5,0,314.37139,314 ,,
10.1021/acssuschemeng.0c08887,,,,,Ir,Gd,None,5%-Gd-pIrO2-400,95,5,0,95,5,0,55,180,1,0,0,0,0,400,,30,0,0,0,1,0.354,0,0,0,5,0,370.37472,370 ,,
10.1021/acssuschemeng.0c08887,,,,,Ir,Gd,None,5%-Gd-pIrO2-500,95,5,0,95,5,0,55,180,1,0,0,0,0,500,,30,0,0,0,1,0.354,0,0,0,5,0,341.72133,342 ,,
10.1021/acssuschemeng.0c08887,,,,,Ir,Gd,None,5%-Gd-pIrO2-1h,95,5,0,95,5,0,55,180,1,0,0,0,0,450,,60,0,0,0,1,0.354,0,0,0,5,0,333,333 ,,
10.1002/admi.202100900,,,,,Ir,None,None,Ir/rGONRs,0.16203,0,0,100,0,0,120,60,0,0,0,0,0,450,2,60,0,0,1,0.1,0.006868734,0.102141266,0,0,20,0,297.92466,298 ,,
10.1002/admi.202100900,,,,,Ti,Ir,None,Ir/low-TiONx/rGONRs,0.30258,0.16203,0,65.1255892,34.8744108,0,120,60,0,0,0,0,0,450,2,60,0,0,1,0.1,0.006940071,0.061159929,1,0,20,0,297.18571,297 ,,
10.1002/admi.202100900,,,,,Ti,Ir,None,Ir/middle-TiONx/rGONRs,1.213848,0.16203,0,88.22351982,11.77648018,0,120,60,0,0,0,0,0,450,2,60,0,0,1,0.1,0.006613959,0.058286041,1,0,20,0,286.40374,286 ,,
10.1002/admi.202100900,,,,,Ti,Ir,None,Ir/high-TiONx/rGONRs,4.8553,0.16203,0,96.77059312,3.229406876,0,120,60,0,0,0,0,0,450,2,60,0,0,1,0.1,0.009192282,0.081007718,1,0,20,0,284.22048,284 ,,
10.1007/s12274-021-3778-0,,,,,Ga,Ir,None,IrGa,0.02408745,0.0207021,0,53.77917394,46.22082606,0,25,480,1,0,0,0,0,800,,480,0,0,1,0.1,0.1333,0.756,0,0,10,0,272,272 ,,
10.1007/s12274-021-3778-0,,,,,Ga,Ir,None,IrGa-IMC,0.02408745,0.0207021,0,53.77917394,46.22082606,0,25,480,1,0,0,0,0,400,,300,0,0,1,0.1,0.1333,0.756,0,0,10,0,291,291 ,,
10.1002/bkcs.12382,,,,,Ir,Co,None,Ir0.75Co0.25,0.75,0.25,0,75,25,0,25,480,1,0,0,0,0,500,3,60,0,0,1,1,0.8488,0,0,0,10,0,252.03899,252 ,,
10.1002/bkcs.12382,,,,,Ir,Co,None,Ir0.50Co0.5,0.5,0.5,0,50,50,0,25,480,1,0,0,0,0,500,3,60,0,0,1,1,0.8488,0,0,0,10,0,244.03348,244 ,,
10.1002/bkcs.12382,,,,,Co,Ir,None,Ir0.25Co0.75,0.75,0.25,0,75,25,0,25,480,1,0,0,0,0,500,3,60,0,0,1,1,0.8488,0,0,0,10,0,248.66825,249 ,,
10.1016/j.ceramint.2021.05.166,,,,,S,Mo,Co,Co-MoS2,30,7,1,78.94736842,18.42105263,2.631578947,200,"1,200",0,0,0,0,0,25,0,0,0,0,0,1,0.112,0,0,1,5,,226,226 ,,
10.1007/s12274-021-3843-8,,,,,Ru,Sr,None,SrRuO3,0.5,0.5,0,50,50,0,25,,1,0,0,1,0,1200,,600,0,0,0,1,0.5,0,0,0,10,,190.000 ,190 ,,
10.1007/s12274-021-3843-8,,,,,Ru,None,None,RuO2,1,0,0,100,0,0,25,,1,0,0,1,0,800,,600,0,0,0,1,0.5,0,0,0,10,,300.000 ,300 ,,
10.1007/s12274-021-3603-9,,,,,Te,Ir,None,Ir-Te NWs,0.05,0.025,0,66.66666667,33.33333333,0,200,30,0,0,1,0,0,25,0,0,0,0,0,1,0.02333,0,0,0,5,,284,284 ,,
10.1016/j.cej.2020.127696,,,,,Ir,Ni,None,Ir CP,9,1,0,90,10,0,70,120,0,0,0,0,0,25,0,0,0,0,0,1,0.0627,0,0,1,5,0,261,261 ,,
10.1016/j.cej.2020.127696,,,,,Ir,Ni,None,TC-IrOx/CP-1,9,1,0,90,10,0,70,120,0,0,0,0,0,300,10,30,0,0,0,1,0.0627,0,0,1,5,0,269.75715,270 ,,
10.1016/j.cej.2020.127696,,,,,Ir,Ni,None,TC-IrOx/CP-2,9,1,0,90,10,0,70,120,0,0,0,0,0,400,10,30,0,0,0,1,0.0627,0,0,1,5,0,292.54808,293 ,,
10.1016/j.cej.2020.127696,,,,,Ir,Ni,None,TC-IrOx/CP-3,9,1,0,90,10,0,70,120,0,0,0,0,0,500,10,30,0,0,0,1,0.0627,0,0,1,5,0,313.63356,314 ,,
10.1038/s41467-021-26025-0,,,,,Ir,Mo,None,Ir-MoO3,1,1,0,50,50,0,80,720,1,0,0,0,0,500,5,180,0,0,0,1,0.5,0,0,1,5,0,156,156 ,,
10.1038/s41467-021-23390-8,,,,,Co,Ce,None,10at%Ce-Co3O4,9,1,0,90,10,0,80,360,0,0,0,0,0,400,,60,0,0,0,1,490,0,0,1,5,,423,423 ,,
10.1038/s41467-021-23390-8,,,,,Co,None,None,Co3O4,10,0,0,100,0,0,80,360,0,0,0,0,0,400,,60,0,0,0,1,490,0,0,1,5,,507,507 ,,
10.1038/s41467-021-23390-8,,,,,Co,Ce,None,5at%Ce-Co3O4,95,5,0,95,5,0,80,360,0,0,0,0,0,400,,60,0,0,0,1,490,0,0,1,5,,442,442 ,,
10.1038/s41467-021-23390-8,,,,,Co,Ce,None,20at%Ce-Co3O4,80,10,0,88.88888889,11.11111111,0,80,360,0,0,0,0,0,400,,60,0,0,0,1,490,0,0,1,5,,454,454 ,,
10.1038/s41467-021-23390-8,,,,,Co,Ce,None,10at%Ce-Co3O4,9,1,0,90,10,0,80,360,0,0,0,0,0,300,,60,0,0,0,1,490,0,0,1,5,,415,415 ,,
10.1038/s41467-021-23390-8,,,,,Co,Ce,None,10at%Ce-Co3O4,9,1,0,90,10,0,80,360,0,0,0,0,0,500,,60,0,0,0,1,490,0,0,1,5,,411,411 ,,
10.1021/acsnano.1c00266,,,,,Ru,Y,None,YRO,100,100,0,50,50,0,80,720,0,0,0,0,0,900,,360,0,0,0,1,0.071,0.284,0,0,5,1,310.01735,310 ,,
10.1021/acsnano.1c00266,,,,,Ru,Y,Sr,YSRO-5,100,95,5,50,47.5,2.5,80,720,0,0,0,0,0,900,,360,0,0,0,1,0.071,0.284,0,0,5,1,282.51004,283 ,,
10.1021/acsnano.1c00266,,,,,Ru,Y,Sr,YSRO-10,100,90,10,50,45,5,80,720,0,0,0,0,0,900,,360,0,0,0,1,0.071,0.284,0,0,5,1,272.88248,273 ,,
10.1021/acsnano.1c00266,,,,,Ru,Y,Sr,YSRO-15,100,85,15,50,42.5,7.5,80,720,0,0,0,0,0,900,,360,0,0,0,1,0.071,0.284,0,0,5,1,264.63029,265 ,,
10.1021/acsnano.1c00266,,,,,Ru,Y,Sr,YSRO-20,100,80,20,50,40,10,80,720,0,0,0,0,0,900,,360,0,0,0,1,0.071,0.284,0,0,5,1,269.44407,269 ,,
10.1016/j.jcis.2021.12.150,,,,,Ru,None,None,Ru@FLC-600,100,0,0,100,0,0,25,120,0,0,0,0,0,600,2,120,0,0,1,1,0.166666666,0.833333333,0,1,2,,295.89498,296 ,,
10.1016/j.jcis.2021.12.150,,,,,Ru,None,None,Ru@FLC-700,100,0,0,100,0,0,25,120,0,0,0,0,0,700,2,120,0,0,1,1,0.166666666,0.833333333,0,1,2,,283.19428,283 ,,
10.1016/j.jcis.2021.12.150,,,,,Ru,None,None,Ru@FLC-800,100,0,0,100,0,0,25,120,0,0,0,0,0,800,2,120,0,0,1,1,0.166666666,0.833333333,0,1,2,,257.14982,257 ,,
10.1016/j.jcis.2021.12.150,,,,,Ru,None,None,Ru@FLC-900,100,0,0,100,0,0,25,120,0,0,0,0,0,900,2,120,0,0,1,1,0.166666666,0.833333333,0,1,2,,269.68975,270 ,,
10.1038/s41467-021-24181-x,,,,,Mo,Ir,None,Ir10Mo90,90,10,0,90,10,0,25,40,1,0,0,0,0,400,2,15,0,0,0,0.1,0.163,0.326,0,0,10,,283,283 ,,
10.1038/s41467-021-24181-x,,,,,Mo,Ir,None,Ir10Mo90,90,10,0,90,10,0,25,40,1,0,0,0,0,450,2,15,0,0,0,0.1,0.163,0.326,0,0,10,,258,258 ,,
10.1038/s41467-021-24181-x,,,,,Mo,Ir,None,Ir30Mo70,70,30,0,70,30,0,25,40,1,0,0,0,0,450,2,15,0,0,0,0.1,0.163,0.326,0,0,10,,276.55551,277 ,,
10.1038/s41467-021-24181-x,,,,,Mo,Ir,None,Ir30Mo70,70,30,0,70,30,0,25,40,1,0,0,0,0,500,2,15,0,0,0,0.1,0.163,0.326,0,0,10,,274.41754,274 ,,
10.1038/s41467-021-24181-x,,,,,Mo,Ir,None,Ir30Mo70,70,30,0,70,30,0,25,40,1,0,0,0,0,550,2,15,0,0,0,0.1,0.163,0.326,0,0,10,,286.34518,286 ,,
10.1038/s41467-021-24181-x,,,,,Mo,Ir,None,Ir30Mo70,70,30,0,70,30,0,25,40,1,0,0,0,0,600,2,15,0,0,0,0.1,0.163,0.326,0,0,10,,311.71956,312 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Ir50Mo50,50,50,0,50,50,0,25,40,1,0,0,0,0,500,2,15,0,0,0,0.1,0.163,0.326,0,0,10,,289.88541,290 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Ir50Mo50,50,50,0,50,50,0,25,40,1,0,0,0,0,550,2,15,0,0,0,0.1,0.163,0.326,0,0,10,,273.68908,274 ,,
10.1038/s41467-021-24181-x,,,,,Ir,Mo,None,Ir50Mo50,50,50,0,50,50,0,25,40,1,0,0,0,0,600,2,15,0,0,0,0.1,0.163,0.326,0,0,10,,284.50612,285 ,,
10.1016/j.cej.2021.129034,,,,,Ir,None,None,Ir@N-G-400,100,0,0,100,0,0,160,720,0,0,0,0,0,400,2,180,0,1,0,1,0.00629109,0.247059,0,0,5,,403.56426,404 ,,
10.1016/j.cej.2021.129034,,,,,Ir,None,None,Ir@N-G-600,100,0,0,100,0,0,160,720,0,0,0,0,0,600,2,180,0,1,0,1,0.00629109,0.247059,0,0,5,,315.22056,315 ,,
10.1016/j.cej.2021.129034,,,,,Ir,None,None,Ir@N-G-800,100,0,0,100,0,0,160,720,0,0,0,0,0,800,2,180,0,1,0,1,0.00629109,0.247059,0,0,5,,349.88561,350 ,,
10.1002/celc.201900824,,,,,Pt,Ir,None,Pt 55 @Ir 45,55,45,0,55,45,0,30,60,0,0,1,0,0,25,0,0,0,0,0,0.1,0.0976,0,0,0,10,1,280,280 ,,
10.1016/j.nanoen.2020.105185,,,,,Ru,None,None,2D D-RuO 2 /G,100,0,0,100,0,0,-196,4320,0,0,0,0,0,500,,360,0,0,0,1,0.098,0.042,0,0,5,,169,169 ,,
10.1016/j.nanoen.2021.105909,,,,,Ru,Fe,None,E-Ru/Fe ONAs/C,12.51309965,9.060792253,0,58.00112333,41.99887667,0,180,300,0,0,1,1,0,250,,60,0,0,0,1,0.178977272,0.102272727,0,0,5,,236.07631,236 ,,
10.1016/j.nanoen.2021.105909,,,,,Ru,Fe,None,P-Ru/Fe ONAs/C,12.51309965,9.060792253,0,58.00112333,41.99887667,0,180,600,0,0,1,1,0,250,,60,0,0,0,1,0.178977272,0.102272727,0,0,5,,248.71148,249 ,,
10.1016/j.nanoen.2021.105909,,,,,Ru,Fe,None,E-Ru/Fe ONAs/C,12.51309965,9.060792253,0,58.00112333,41.99887667,0,180,300,0,0,1,1,0,250,,60,0,0,0,0.1,0.178977272,0.102272727,0,0,5,,244.79022,245 ,,
10.1016/j.nanoen.2021.105909,,,,,Ru,Fe,None,P-Ru/Fe ONAs/C,12.51309965,9.060792253,0,58.00112333,41.99887667,0,180,600,0,0,1,1,0,250,,60,0,0,0,0.1,0.178977272,0.102272727,0,0,5,,258.15155,258 ,,
10.1016/j.isci.2019.100756,,,,,Ru,Co,None,Co0.27Ru0.73O2-o,0.000964181,0.001030822,0,48.32980446,51.67019554,0,25,1440,1,0,0,0,0,350,10,240,0,0,0,1,0.8492569,0,0,0,5,,196.62311,197 ,,
10.1016/j.isci.2019.100756,,,,,Ru,Co,None,Co0.18Ru0.82O2-o,0.001446271,0.001030822,0,58.38582835,41.61417165,0,25,1440,1,0,0,0,0,350,10,240,0,0,0,1,0.8492569,0,0,0,5,,191.16081,191 ,,
10.1016/j.isci.2019.100756,,,,,Ru,Co,None,Co0.11Ru0.89O2-o,0.001928361,0.001030822,0,65.16533159,34.83466841,0,25,1440,1,0,0,0,0,350,10,240,0,0,0,1,0.8492569,0,0,0,5,,175.38084,175 ,,
10.1016/j.isci.2019.100756,,,,,Ru,Co,None,Co0.04Ru0.96O2-o,0.002892542,0.001030822,0,73.72607633,26.27392367,0,25,1440,1,0,0,0,0,350,10,240,0,0,0,1,0.8492569,0,0,0,5,,169.61508,170 ,,
10.1016/j.isci.2019.100756,,,,,Ru,Co,None,Co0.11Ru0.89O2-o-400,0.001928361,0.001030822,0,65.16533159,34.83466841,0,25,1440,1,0,0,0,0,400,10,240,0,0,0,1,0.8492569,0,0,0,5,,181.22703,181 ,,
10.1016/j.isci.2019.100756,,,,,Ru,Co,None,Co0.11Ru0.89O2-o-450,0.001928361,0.001030822,0,65.16533159,34.83466841,0,25,1440,1,0,0,0,0,450,10,240,0,0,0,1,0.8492569,0,0,0,5,,192.75854,193 ,,
10.1016/j.isci.2019.100756,,,,,Ru,Co,None,Co0.11Ru0.89O2-o-500,0.001928361,0.001030822,0,65.16533159,34.83466841,0,25,1440,1,0,0,0,0,500,10,240,0,0,0,1,0.8492569,0,0,0,5,,215.06293,215 ,,
10.1002/ange.201814075,,,,,Sr,Fe,Ir,Sr2Fe1Ir1,2,1,1,50,25,25,25,,1,0,0,1,0,1100,1,1440,0,0,0,0.1,0.255102,0.0510204,0,0,10,,386,386 ,,
10.1002/ange.201814075,,,,,Sr,Co,Ir,Sr2Co1Ir1,2,1,1,50,25,25,25,,1,0,0,1,0,1100,1,1440,0,0,0,0.1,0.255102,0.0510204,0,0,10,,415,415 ,,
10.1002/ange.201814075,,,,,Sr,Fe,Ir,Sr2Fe0.5Co0.5,2,0.5,0.5,66.66666667,16.66666667,16.66666667,25,,1,0,0,1,0,1300,1,1440,0,0,0,0.1,0.255102,0.0510204,0,0,10,,413,413 ,,
10.1038/s41467-019-12859-2,,,,,Ir,None,None,Ir NSs,100,0,0,100,0,0,25,60,1,0,0,0,0,300,,90,0,0,0,0.1,0.2038,0.2038,0,0,5,1,255,255 ,,
10.1039/D0TA02496A,,,,,Ru,Co,None,RuCo@CD,0.077425743,0.033728814,0,69.65593248,30.34406752,0,200,360,0,0,0,0,0,900,,240,0,1,0,1,0.0905,0.8145,0,0,2,,190,190 ,,
10.1039/D0TA02496A,,,,,Co,None,None,Co@CD,100,0,0,100,0,0,200,360,0,0,0,0,0,900,,240,0,1,0,1,0.0905,0.8145,0,0,2,,465,465 ,,
10.1039/C7EE02626A,,,,,W,none,none,WO3,100,0,0,100,0,0,25,,1,0,0,0,0,550,110,1.5,0,0,0,2,0.8492569,0,0,0,20,,1580,1580 ,,
10.1039/C7EE02626A,,,,,Ir,None,None,IrO2,100,0,0,100,0,0,25,,1,0,0,0,0,550,110,1.5,0,0,0,2,0.8492569,0,0,0,20,,280,280 ,,
10.1039/C7EE02626A,,,,,W,Ir,None,W 0.57 Ir 0.43 O3,57,43,0,57,43,0,25,,1,0,0,0,0,550,110,1.5,0,0,0,2,0.8492569,0,0,0,20,,370,370 ,,
10.1039/C7EE02626A,,,,,W,Ir,None,W 0.92 Ir 0.08 O 3,92,8,0,92,8,0,25,,1,0,0,0,0,550,110,1.5,0,0,0,2,0.8492569,0,0,0,20,,480,480 ,,
10.1039/C7EE02626A,,,,,W,Ir,None,W 0.99 Ir 0.01 O3,99,1,0,99,1,0,25,,1,0,0,0,0,550,110,1.5,0,0,0,2,0.8492569,0,0,0,20,,500,500 ,,
10.1039/C7EE02626A,,,,,W,Ir,None,W 0.99 Ir 0.01 O 3 T,99,1,0,99,1,0,25,,1,0,0,0,0,500,5,60,0,0,0,2,0.8492569,0,0,0,20,,1070,1070 ,,
10.1002/anie.201808825,,,,,Y,Ru,None,p-Y2[Ru1.6Y0.4]O7,0.25,0.25,0,50,50,0,80,720,0,0,0,0,0,960,5,360,0,0,0,0.1,0.025477,0.025477,0,0,10,1,244,244 ,,
10.1002/anie.201808825,,,,,Y,Ru,None,Y2Ru2O7,1,1,0,50,50,0,80,720,0,0,0,0,0,1000,5,720,0,0,0,0.1,0.025477,0.025477,0,0,10,1,328,328 ,,
10.1007/s11814-021-0942-x,,,,,Ru,Ir,None,RuO2IrO2,7,3,0,70,30,0,70,10,1,0,0,0,0,450,3,60,0,0,0,0.2,0.4,0,0,1,100,,195,195 ,,
10.1021/acscatal.0c02252,,,,,Ru,Y,None,Ru2Y2O7,2,2,0,50,50,0,80,360,1,0,0,0,0,1000,2,360,0,0,0,0.1,0.025,0,0,0,10,1,326.01324,326 ,,
10.1021/acscatal.0c02252,,,,,Ru,Nd,None,Ru2Nd2O7,2,2,0,50,50,0,80,360,1,0,0,0,0,1000,2,360,0,0,0,0.1,0.025,0,0,0,10,1,335.5262,336 ,,
10.1021/acscatal.0c02252,,,,,Ru,Gd,None,Ru2Gd2O7,2,2,0,50,50,0,80,360,1,0,0,0,0,1000,2,360,0,0,0,0.1,0.025,0,0,0,10,1,342.90359,343 ,,
10.1002/anie.201900796,,,,,Sr,Ir,Ti,Ir-STO,1.98,0.17,0.34,79.51807229,6.827309237,13.65461847,180,720,0,0,0,0,0,600,1.7,360,0,0,0,0.1,0.21,0,0,0,1,0,247,247 ,,
10.1002/anie.201900796,,,,,Ir,None,None,IrO2,1,0,0,100,0,0,180,720,0,0,0,0,0,600,1.7,360,0,0,0,0.1,0.21,0,0,0,1,0,319,319 ,,
10.1021/acscatal.7b03429,,,,,Pt,Ir,None,Pt/IrO2,1,9,0,10,90,0,180,1440,0,0,0,0,0,400,,60,0,0,0,1,0.38,0,0,0,5,1,327.55218,328 ,,
10.1021/acscatal.7b03429,,,,,Pt,Ir,None,Pt/IrO2,3,7,0,30,70,0,180,1440,0,0,0,0,0,400,,60,0,0,0,1,0.38,0,0,0,5,1,344.8809,345 ,,
10.1021/acscatal.7b03429,,,,,Pt,Ir,None,Pt/IrO2,5,5,0,50,50,0,180,1440,0,0,0,0,0,400,,60,0,0,0,1,0.38,0,0,0,5,1,356.83552,357 ,,
10.1016/j.ijhydene.2019.10.179,,,,,Ru,None,None,RuO2,1,0,0,100,0,0,195,60,1,0,1,0,0,400,,60,0,0,0,1,0.01,0.01,0,0,10,1,297.14642,297 ,,
10.1016/j.ijhydene.2019.10.179,,,,,Ir,None,None,IrO2,1,0,0,100,0,0,195,60,1,0,1,0,0,400,,60,0,0,0,1,0.01,0.01,0,0,10,1,463.07804,463 ,,
10.1016/j.ijhydene.2019.10.179,,,,,Ru,Ir,None,Ru0.5Ir0.5O2,0.5,0.5,0,50,50,0,195,60,1,0,1,0,0,400,,60,0,0,0,1,0.01,0.01,0,0,10,1,414.98686,415 ,,
10.1038/s41467-019-13519-1,,,,,Te,Ru,None,a-RuTe2,23.6,11.6,0,67.04545455,32.95454545,0,180,180,0,1,0,0,0,250,,300,0,0,0,1,0.040764,0.16305732,0,0,,,242.53001,243 ,,
10.1038/s41467-019-13519-1,,,,,Te,Ru,None,c-RuTe2,23.6,11.6,0,67.04545455,32.95454545,0,180,180,0,1,0,0,0,250,,300,0,1,0,1,0.040764,0.16305732,0,0,,,438.63939,439 ,,
10.1038/s41467-019-13519-1,,,,,Te,Ru,None,a-RuTe2,23.6,11.6,0,67.04545455,32.95454545,0,180,180,0,1,0,0,0,250,,300,0,0,0,0.1,0.040764,0.16305732,0,0,,,302,302 ,,
10.1039/D0TA03351K,,,,,La,Ir,None,La-Ir NF,0.155479647,0.077663871,0,66.68838511,33.31161489,0,150,720,0,0,0,0,0,400,,360,0,0,0,0.1,0.2,0,0,1,1,0,263,263 ,,
10.1039/D0TA03351K,,,,,Ir,None,None,Cyrstalline IrO2,1,0,0,100,0,0,150,720,0,0,0,0,0,600,,360,0,0,0,0.1,0.2,0,0,1,1,0,370,370 ,,
10.1039/D0TA03351K,,,,,Ir,None,None,Amorphous IrO2,1,0,0,100,0,0,150,720,0,0,0,0,0,200,,360,0,0,0,0.1,0.2,0,0,1,1,0,330,330 ,,
10.1016/j.cej.2020.124428,,,,,Ru,Y,None,Y 2-x Mg x Ru 2 O 7,2,2,0,50,50,0,80,120,1,0,0,0,0,1100,5,720,0,0,0,1,0.246,0.0492,0,0,10,0,301.53141,302 ,,
10.1016/j.cej.2020.124428,,,,,Ru,Y,Mg,Y 2-x Mg x Ru 2 O 7,2,1.9,0.1,50,47.5,2.5,80,120,1,0,0,0,0,1100,5,720,0,0,0,1,0.246,0.0492,0,0,10,0,269.22028,269 ,,
10.1016/j.cej.2020.124428,,,,,Ru,Y,Mg,Y 2-x Mg x Ru 2 O 7,2,1.85,0.15,50,46.25,3.75,80,120,1,0,0,0,0,1100,5,720,0,0,0,1,0.246,0.0492,0,0,10,0,259.11824,259 ,,
10.1016/j.cej.2020.124428,,,,,Ru,Y,Mg,Y 2-x Mg x Ru 2 O 7,2,1.75,0.25,50,43.75,6.25,80,120,1,0,0,0,0,1100,5,720,0,0,0,1,0.246,0.0492,0,0,10,0,263.35955,263 ,,
10.1016/j.cej.2020.124428,,,,,Ru,Y,Mg,Y 2-x Mg x Ru 2 O 7,2,1.6,0.4,50,40,10,80,120,1,0,0,0,0,1100,5,720,0,0,0,1,0.246,0.0492,0,0,10,0,273.38449,273 ,,
10.1007/s10853-017-1447-1,,,,,Sn,Ir,Sb,IrO2-Sb-SnO2,0.531086192,0.057983943,0.046181408,83.60250328,9.127713825,7.269782894,80,60,1,0,0,0,0,200,,60,0,0,0,1,0.0509554,0.0509554,1,0,5,1,593.72405,594 ,,
10.1007/s10853-017-1447-1,,,,,Sn,Ir,Sb,IrO2-Sb-SnO2,0.488355119,0.089206066,0.042465663,78.76354402,14.38745215,6.849003828,80,60,1,0,0,0,0,200,,60,0,0,0,1,0.0509554,0.0509554,1,0,5,1,548.06951,548 ,,
10.1007/s10853-017-1447-1,,,,,Sn,Ir,Sb,IrO2-Sb-SnO2,0.451728485,0.115967886,0.039280738,74.42265591,19.10580879,6.471535297,80,60,1,0,0,0,0,200,,60,0,0,0,1,0.0509554,0.0509554,1,0,5,1,425.30029,425 ,,
